,ISBN,User-ID,Book-Title,Book-Author,Publisher,Book-Rating,Image-URL-M
7843,0786880643,27947.0,For Real: The Uncensored Truth About America's Teenagers,Jane Pratt,Hyperion Books,0.0,http://images.amazon.com/images/P/0786880643.01.MZZZZZZZ.jpg
7844,0061010979,176256.0,Rekindled,Barbara Delinsky,HarperTorch,0.0,http://images.amazon.com/images/P/0061010979.01.MZZZZZZZ.jpg
7845,0141301244,246874.0,The Woman in the Wall,Patrice Kindl,Puffin Books,0.0,http://images.amazon.com/images/P/0141301244.01.MZZZZZZZ.jpg
7846,0449240886,95991.0,Other,Tryon,Fawcett Books,0.0,http://images.amazon.com/images/P/0449240886.01.MZZZZZZZ.jpg
7847,0553578022,165759.0,The Face of Deception,Iris Johansen,Bantam Books,0.0,http://images.amazon.com/images/P/0553578022.01.MZZZZZZZ.jpg
7848,080411160X,13552.0,Sleeping Dogs,Thomas Perry,Ivy Books,0.0,http://images.amazon.com/images/P/080411160X.01.MZZZZZZZ.jpg
7849,0373218850,69697.0,The MacKade Brothers: Devin and Shane (Silhouette Single Title),Nora Roberts,Silhouette,0.0,http://images.amazon.com/images/P/0373218850.01.MZZZZZZZ.jpg
7850,0671746723,89602.0,Dirk Gently's Holistic Detective Agency,Douglas Adams,Pocket Books,0.0,http://images.amazon.com/images/P/0671746723.01.MZZZZZZZ.jpg
7851,0140620427,26883.0,Sense and Sensibility (Penguin Popular Classics),Jane Austen,Penguin Books Ltd,7.0,http://images.amazon.com/images/P/0140620427.01.MZZZZZZZ.jpg
7852,0937750239,35857.0,Lose 200 Pounds This Weekend,Don Aslett,Betterway Books,10.0,http://images.amazon.com/images/P/0937750239.01.MZZZZZZZ.jpg
7853,0380708426,196502.0,Self-Confident Child,Jean Yoder,Harper Mass Market Paperbacks (Mm),0.0,http://images.amazon.com/images/P/0380708426.01.MZZZZZZZ.jpg
7854,006019958X,84284.0,Savannah Blues,Mary Kay Andrews,HarperCollins,8.0,http://images.amazon.com/images/P/006019958X.01.MZZZZZZZ.jpg
7855,0226500578,170513.0,"A River Runs Through It, and Other Stories",Norman F. Maclean,University of Chicago Press,9.0,http://images.amazon.com/images/P/0226500578.01.MZZZZZZZ.jpg
7856,0312209355,104880.0,War Against the Animals: A Novel,Paul Elliott Russell,St. Martin's Press,0.0,http://images.amazon.com/images/P/0312209355.01.MZZZZZZZ.jpg
7857,0553580884,159858.0,The Undertaker's Widow,Phillip Margolin,Bantam Books,0.0,http://images.amazon.com/images/P/0553580884.01.MZZZZZZZ.jpg
7858,044012929X,155771.0,"God Bless You, Mr. Rosewater or Pearls Before Swine",Kurt Vonnegut,Dell Publishing Company,0.0,http://images.amazon.com/images/P/044012929X.01.MZZZZZZZ.jpg
7859,0804119791,176667.0,Ecstasy,Nicole Jordan,Ivy Books,0.0,http://images.amazon.com/images/P/0804119791.01.MZZZZZZZ.jpg
7860,1567181651,217989.0,Dancing With Dragons: Invoke Their Ageless Wisdom &amp; Power,D. J. Conway,Llewellyn Publications,8.0,http://images.amazon.com/images/P/1567181651.01.MZZZZZZZ.jpg
7861,055327886X,204864.0,Rubyfruit Jungle,Rita Mae Brown,Bantam Books,8.0,http://images.amazon.com/images/P/055327886X.01.MZZZZZZZ.jpg
7862,0671601067,147847.0,GHOST STY,Peter Straub,Pocket,0.0,http://images.amazon.com/images/P/0671601067.01.MZZZZZZZ.jpg
7863,0373259786,129358.0,"Her Perfect Stranger (The Wrong Bed) (Harlequin Temptation, No. 878)",Jill Shalvis,Harlequin,0.0,http://images.amazon.com/images/P/0373259786.01.MZZZZZZZ.jpg
7864,0671701592,111174.0,The Hitchhiker's Guide to the Galaxy,Douglas Adams,Pocket,0.0,http://images.amazon.com/images/P/0671701592.01.MZZZZZZZ.jpg
7865,0671042858,256407.0,The Girl Who Loved Tom Gordon,Stephen King,Pocket,0.0,http://images.amazon.com/images/P/0671042858.01.MZZZZZZZ.jpg
7866,0792274512,160434.0,National Geographic Field Guide to the Birds of North America : Revised and Updated,Unknown Unknown,National Geographic,9.0,http://images.amazon.com/images/P/0792274512.01.MZZZZZZZ.jpg
7867,014028009X,193499.0,Bridget Jones's Diary,Helen Fielding,Penguin Books,0.0,http://images.amazon.com/images/P/014028009X.01.MZZZZZZZ.jpg
7868,038533351X,229469.0,Bluebeard (Delta Fiction),KURT VONNEGUT,Delta,8.0,http://images.amazon.com/images/P/038533351X.01.MZZZZZZZ.jpg
7869,0140388419,259284.0,Guests of War Trilogy,Kit Pearson,Penguin Books,0.0,http://images.amazon.com/images/P/0140388419.01.MZZZZZZZ.jpg
7870,0451168615,252257.0,Skeleton Crew,Stephen King,Signet Book,0.0,http://images.amazon.com/images/P/0451168615.01.MZZZZZZZ.jpg
7871,0812543262,261603.0,Relic,Douglas Preston,Tor Books,6.0,http://images.amazon.com/images/P/0812543262.01.MZZZZZZZ.jpg
7872,0451200160,23768.0,"Fathers &amp; Daughters: A Celebration in Memoirs, Stories, and Photographs",Jill M. Morgan,Signet Book,0.0,http://images.amazon.com/images/P/0451200160.01.MZZZZZZZ.jpg
7873,0786004517,150124.0,Flesh and Blood,Patricia Springer,Pinnacle Books,0.0,http://images.amazon.com/images/P/0786004517.01.MZZZZZZZ.jpg
7874,0451128613,16916.0,Dark Side of the Street,Jack Higgins,Signet Book,0.0,http://images.amazon.com/images/P/0451128613.01.MZZZZZZZ.jpg
7875,0156027321,173881.0,Life of Pi,Yann Martel,Harvest Books,0.0,http://images.amazon.com/images/P/0156027321.01.MZZZZZZZ.jpg
7876,0385334923,273424.0,Tulip Fever,DEBORAH MOGGACH,Delta,0.0,http://images.amazon.com/images/P/0385334923.01.MZZZZZZZ.jpg
7877,0385422350,44595.0,DEADLY ALLIES,ROBERT J. RANDISI,Doubleday,0.0,http://images.amazon.com/images/P/0385422350.01.MZZZZZZZ.jpg
7878,0671034022,83287.0,Mercy,Julie Garwood,Pocket,0.0,http://images.amazon.com/images/P/0671034022.01.MZZZZZZZ.jpg
7879,0721408540,248547.0,Picture Reading,Lynne Bradbury,Penguin U S A,0.0,http://images.amazon.com/images/P/0721408540.01.MZZZZZZZ.jpg
7880,0385508042,125039.0,The King of Torts,John Grisham,Doubleday Books,0.0,http://images.amazon.com/images/P/0385508042.01.MZZZZZZZ.jpg
7881,0316601950,14546.0,The Pilot's Wife : A Novel,Anita Shreve,Back Bay Books,8.0,http://images.amazon.com/images/P/0316601950.01.MZZZZZZZ.jpg
7882,0451179854,78783.0,"Searching for Sara (A Barrett Lake Mystery, No 3)",Shelley Singer,New Amer Library (Mm),0.0,http://images.amazon.com/images/P/0451179854.01.MZZZZZZZ.jpg
7883,0449217191,123981.0,The Edge,Dick Francis,Fawcett Books,0.0,http://images.amazon.com/images/P/0449217191.01.MZZZZZZZ.jpg
7884,0754078124,251467.0,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",Lemony Snicket,Chivers Large Print,0.0,http://images.amazon.com/images/P/0754078124.01.MZZZZZZZ.jpg
7885,0486245918,113983.0,Say It in Finnish (Dover Say It Series),Aili Flint,Dover Publications,0.0,http://images.amazon.com/images/P/0486245918.01.MZZZZZZZ.jpg
7886,0553582755,221705.0,One Door Away from Heaven,Dean R. Koontz,Bantam Books,10.0,http://images.amazon.com/images/P/0553582755.01.MZZZZZZZ.jpg
7887,342670174X,850.0,Das Schwert der Schatten 1. Das dunkle Herz der Nacht.,J. V. Jones,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp; Co.",0.0,http://images.amazon.com/images/P/342670174X.01.MZZZZZZZ.jpg
7888,0671636715,236283.0,DECEPTIONS,Judith Michael,Pocket,0.0,http://images.amazon.com/images/P/0671636715.01.MZZZZZZZ.jpg
7889,0451206525,58167.0,Dead Sleep,Greg Iles,Signet Book,0.0,http://images.amazon.com/images/P/0451206525.01.MZZZZZZZ.jpg
7890,051511992X,134797.0,That Camden Summer,Lavyrle Spencer,Jove Books,0.0,http://images.amazon.com/images/P/051511992X.01.MZZZZZZZ.jpg
7891,0452010608,170229.0,Poem of the Cid,W. S. Merwin,Plume Books,0.0,http://images.amazon.com/images/P/0452010608.01.MZZZZZZZ.jpg
7892,0971880107,144531.0,Wild Animus,Rich Shapero,Too Far,0.0,http://images.amazon.com/images/P/0971880107.01.MZZZZZZZ.jpg
7893,0486270696,185384.0,The Mysterious Stranger and Other Stories (Dover Thrift Editions),Mark Twain,Dover Publications,0.0,http://images.amazon.com/images/P/0486270696.01.MZZZZZZZ.jpg
7894,0876120796,110853.0,Autobiography of a Yogi,P. Yogananda,Self-Realization Fellowship Publishers,0.0,http://images.amazon.com/images/P/0876120796.01.MZZZZZZZ.jpg
7895,0142500429,741.0,Chocolate Lover (Missing Persons),M. E. Rabb,Speak,0.0,http://images.amazon.com/images/P/0142500429.01.MZZZZZZZ.jpg
7896,0842342702,232945.0,Left Behind: A Novel of the Earth's Last Days (Left Behind #1),Tim Lahaye,Tyndale House Publishers,0.0,http://images.amazon.com/images/P/0842342702.01.MZZZZZZZ.jpg
7897,0060004401,44893.0,A People's History of the American Revolution: How Common People Shaped the Fight for Independence,Ray Raphael,Perennial,7.0,http://images.amazon.com/images/P/0060004401.01.MZZZZZZZ.jpg
7898,0440204925,159376.0,The Old Silent,Martha Grimes,Dell Publishing Company,0.0,http://images.amazon.com/images/P/0440204925.01.MZZZZZZZ.jpg
7899,0679750800,77819.0,Selected Poems,Rita Dove,Vintage Books USA,7.0,http://images.amazon.com/images/P/0679750800.01.MZZZZZZZ.jpg
7900,0316133175,25131.0,The Thinker's Way : 8 Steps to a Richer Life,John Chaffee,"Little, Brown",0.0,http://images.amazon.com/images/P/0316133175.01.MZZZZZZZ.jpg
7901,0590320114,198711.0,Littles and the Trash Tinies,John Peterson,Scholastic,0.0,http://images.amazon.com/images/P/0590320114.01.MZZZZZZZ.jpg
7902,0553581023,192749.0,Follow the Stars Home,Luanne Rice,Bantam Books,0.0,http://images.amazon.com/images/P/0553581023.01.MZZZZZZZ.jpg
7903,1400032253,30144.0,The Constants of Nature : The Numbers That Encode the Deepest Secrets of the Universe (Vintage),JOHN BARROW,Vintage Books,0.0,http://images.amazon.com/images/P/1400032253.01.MZZZZZZZ.jpg
7904,0141014628,33517.0,The Kid,Kevin Lewis,Penguin Books Ltd,0.0,http://images.amazon.com/images/P/0141014628.01.MZZZZZZZ.jpg
7905,0684852926,272626.0,The Devil's Teardrop : A Novel of the Last Night of the Century (Lincoln Rhyme Novels (Hardcover)),Jeffery Deaver,Simon &amp; Schuster,0.0,http://images.amazon.com/images/P/0684852926.01.MZZZZZZZ.jpg
7906,0345430786,206635.0,Manifold: Space (Manifold (Paperback)),Stephen Baxter,Del Rey Books,0.0,http://images.amazon.com/images/P/0345430786.01.MZZZZZZZ.jpg
7907,0307337014,266522.0,Make Your Own Valentine Cards: 16 Cards and 50 Stickers (Golden Books),Lisa Rojany,Golden Books,5.0,http://images.amazon.com/images/P/0307337014.01.MZZZZZZZ.jpg
7908,0312422156,125039.0,Middlesex: A Novel,Jeffrey Eugenides,Picador,0.0,http://images.amazon.com/images/P/0312422156.01.MZZZZZZZ.jpg
7909,067943299X,234623.0,Talk Before Sleep,Elizabeth Berg,Random House Inc,0.0,http://images.amazon.com/images/P/067943299X.01.MZZZZZZZ.jpg
7910,0684818663,33088.0,Lizard King,Jerry Hopkins,Fireside,0.0,http://images.amazon.com/images/P/0684818663.01.MZZZZZZZ.jpg
7911,044023722X,78846.0,A Painted House,John Grisham,Dell Publishing Company,0.0,http://images.amazon.com/images/P/044023722X.01.MZZZZZZZ.jpg
7912,048629529X,60277.0,Best Poems of the Bronte Sisters (Dover Thrift Editions),Emily Bronte,Dover Publications,0.0,http://images.amazon.com/images/P/048629529X.01.MZZZZZZZ.jpg
7913,0886466032,25981.0,Death by Drowning,Agatha Christie,Dh Audio,0.0,http://images.amazon.com/images/P/0886466032.01.MZZZZZZZ.jpg
7914,0671617028,96054.0,The Color Purple,Alice Walker,Pocket Books,0.0,http://images.amazon.com/images/P/0671617028.01.MZZZZZZZ.jpg
7915,0373484933,38590.0,A Game Of Chance,Linda Howard,Silhouette,5.0,http://images.amazon.com/images/P/0373484933.01.MZZZZZZZ.jpg
7916,0451526570,108773.0,Heart of Darkness and the Secret Sharer,Joseph Conrad,Signet Book,0.0,http://images.amazon.com/images/P/0451526570.01.MZZZZZZZ.jpg
7917,0590519220,185384.0,"The Rising Force (Star Wars: Jedi Apprentice, Book 1)",Dave Wolverton,Scholastic,7.0,http://images.amazon.com/images/P/0590519220.01.MZZZZZZZ.jpg
7918,0091728908,262998.0,Victoria of England,Edith Sitwell,Vintage/Ebury (A Division of Random House Group),8.0,http://images.amazon.com/images/P/0091728908.01.MZZZZZZZ.jpg
7919,0971880107,258675.0,Wild Animus,Rich Shapero,Too Far,1.0,http://images.amazon.com/images/P/0971880107.01.MZZZZZZZ.jpg
7920,0878573410,219949.0,Square Foot Gardening,Mel Bartholomew,Rodale Books,10.0,http://images.amazon.com/images/P/0878573410.01.MZZZZZZZ.jpg
7921,0449147282,181687.0,Milk and Honey (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,Fawcett Books,0.0,http://images.amazon.com/images/P/0449147282.01.MZZZZZZZ.jpg
7922,0671014196,150958.0,The Summerhouse,Jude Deveraux,Pocket,0.0,http://images.amazon.com/images/P/0671014196.01.MZZZZZZZ.jpg
7923,0671525832,167223.0,Someone to Watch Over Me : A Novel,Judith McNaught,Pocket,0.0,http://images.amazon.com/images/P/0671525832.01.MZZZZZZZ.jpg
7924,0671008668,185119.0,J.D. Salinger's Franny and Zooey,J. D. Salinger,Monarch Notes,0.0,http://images.amazon.com/images/P/0671008668.01.MZZZZZZZ.jpg
7925,0316090034,149661.0,The Cat and the Curmudgeon,Cleveland Amory,Back Bay Books,8.0,http://images.amazon.com/images/P/0316090034.01.MZZZZZZZ.jpg
7926,0553107909,184299.0,Baa Baa Black Sheep,Gregory Boyington,Bantam Books,0.0,http://images.amazon.com/images/P/0553107909.01.MZZZZZZZ.jpg
7927,0375760962,168064.0,The Island of Dr. Moreau (Modern Library Classics),H.G. WELLS,Modern Library,0.0,http://images.amazon.com/images/P/0375760962.01.MZZZZZZZ.jpg
7928,0345314220,259764.0,Saga Pliocene #04: Adversary,Julian May,Del Rey Books,0.0,http://images.amazon.com/images/P/0345314220.01.MZZZZZZZ.jpg
7929,0385479611,136509.0,Masquerade,Gayle Lynds,Bantam Dell Pub Group,0.0,http://images.amazon.com/images/P/0385479611.01.MZZZZZZZ.jpg
7930,0889740224,169249.0,Daughters of Copper Woman,Anne Cameron,Press Gang Publishers,0.0,http://images.amazon.com/images/P/0889740224.01.MZZZZZZZ.jpg
7931,0671041649,38023.0,The Crimson Spell (Charmed),F. Goldsborough,Simon Spotlight Entertainment,10.0,http://images.amazon.com/images/P/0671041649.01.MZZZZZZZ.jpg
7932,3596154049,41976.0,Der Besuch des Leibarztes.,Per Olov Enquist,"Fischer (Tb.), Frankfurt",0.0,http://images.amazon.com/images/P/3596154049.01.MZZZZZZZ.jpg
7933,0440141818,16634.0,Jerusalem Inn,Martha Grimes,Dell,0.0,http://images.amazon.com/images/P/0440141818.01.MZZZZZZZ.jpg
7934,0345389247,59734.0,Crazy in Alabama,Mark Childress,Ballantine Books,8.0,http://images.amazon.com/images/P/0345389247.01.MZZZZZZZ.jpg
7935,0964596040,85616.0,"The Marketplace (The Marketplace Series, 1)",Laura Antoniou,Mystic Rose Books,0.0,http://images.amazon.com/images/P/0964596040.01.MZZZZZZZ.jpg
7936,1570640718,198711.0,What Can It Be?: A Barney Book and Tape (Barney Book and Tape Series),Stephen White,Lyrick,0.0,http://images.amazon.com/images/P/1570640718.01.MZZZZZZZ.jpg
7937,0688067301,257965.0,A Grave for Bobby: The Greenlease Slaying,James Deakin,Harpercollins,7.0,http://images.amazon.com/images/P/0688067301.01.MZZZZZZZ.jpg
7938,0446672211,204591.0,Where the Heart Is (Oprah's Book Club (Paperback)),Billie Letts,Warner Books,0.0,http://images.amazon.com/images/P/0446672211.01.MZZZZZZZ.jpg
7939,0140017151,23902.0,The Flame Trees of Thika: Memories of an African Childhood,Elspeth Joscelin Grant Huxley,Penguin Books,5.0,http://images.amazon.com/images/P/0140017151.01.MZZZZZZZ.jpg
7940,0316601950,238120.0,The Pilot's Wife : A Novel,Anita Shreve,Back Bay Books,0.0,http://images.amazon.com/images/P/0316601950.01.MZZZZZZZ.jpg
7941,0425158551,245698.0,Death Wore a Smart Little Outfit,Orland Outland,Berkley Publishing Group,3.0,http://images.amazon.com/images/P/0425158551.01.MZZZZZZZ.jpg
7942,0140276300,74301.0,Before I Say Goodbye,Ruth Picardie,Penguin Uk,8.0,http://images.amazon.com/images/P/0140276300.01.MZZZZZZZ.jpg
7943,0899193099,52853.0,Cold Sassy Tree,Olive Ann Burns,Houghton Mifflin,0.0,http://images.amazon.com/images/P/0899193099.01.MZZZZZZZ.jpg
7944,3442436192,50993.0,"Fahr zur HÃ?Â¶lle, Liebling.",Jane Heller,Goldmann,0.0,http://images.amazon.com/images/P/3442436192.01.MZZZZZZZ.jpg
7945,0446314404,223644.0,The Great Shark Hunt,"Hunter S., Md. Thompson",Warner Books,0.0,http://images.amazon.com/images/P/0446314404.01.MZZZZZZZ.jpg
7946,0515129933,125779.0,The Scottish Bride (Bride Trilogy (Paperback)),Catherine Coulter,Jove Books,0.0,http://images.amazon.com/images/P/0515129933.01.MZZZZZZZ.jpg
7947,0375726403,207965.0,Empire Falls,Richard Russo,Vintage Books USA,0.0,http://images.amazon.com/images/P/0375726403.01.MZZZZZZZ.jpg
7948,0553279912,59189.0,A Is for Alibi (Kinsey Millhone Mysteries (Paperback)),SUE GRAFTON,Bantam,8.0,http://images.amazon.com/images/P/0553279912.01.MZZZZZZZ.jpg
7949,0553578693,198699.0,The Next Accident,LISA GARDNER,Bantam,0.0,http://images.amazon.com/images/P/0553578693.01.MZZZZZZZ.jpg
7950,0345378490,7958.0,Congo,Michael Crichton,Ballantine Books,0.0,http://images.amazon.com/images/P/0345378490.01.MZZZZZZZ.jpg
7951,068983571X,203799.0,Hound of the Baskervilles (Aladdin Classics),Sir Arthur Conan Doyle,Aladdin,0.0,http://images.amazon.com/images/P/068983571X.01.MZZZZZZZ.jpg
7952,0471084476,93629.0,Medieval Europe,C.Warren Hollister,John Wiley &amp; Sons Inc,0.0,http://images.amazon.com/images/P/0471084476.01.MZZZZZZZ.jpg
7953,0971116288,59390.0,Oogie Boogie Central,M. Stephen Lukac,Medium Rare Books,0.0,http://images.amazon.com/images/P/0971116288.01.MZZZZZZZ.jpg
7954,0590226517,30125.0,"Across the Wide and Lonesome Prairie: The Oregon Trail Diary of Hattie Campbell, 1847 (Dear America)",Kristiana Gregory,Scholastic,8.0,http://images.amazon.com/images/P/0590226517.01.MZZZZZZZ.jpg
7955,0671026682,71634.0,Serpent : A Novel from the NUMA Files (Numa Files Series),Clive Cussler,Pocket,0.0,http://images.amazon.com/images/P/0671026682.01.MZZZZZZZ.jpg
7956,0373257813,182085.0,"Manhunting In Miami (Manhunting ...) (Temptation , No 681)",Alyssa Dean,Harlequin,0.0,http://images.amazon.com/images/P/0373257813.01.MZZZZZZZ.jpg
7957,0385507593,266355.0,Jennifer Government : A Novel,Max Barry,Doubleday,8.0,http://images.amazon.com/images/P/0385507593.01.MZZZZZZZ.jpg
7958,3423110066,267582.0,Fabian Die Geschichte Enes Moralisten,Erich Kaestner,Deutscher Taschenbuch Verlag,10.0,http://images.amazon.com/images/P/3423110066.01.MZZZZZZZ.jpg
7959,0345353145,34300.0,Sphere,MICHAEL CRICHTON,Ballantine Books,0.0,http://images.amazon.com/images/P/0345353145.01.MZZZZZZZ.jpg
7960,0446602345,144555.0,Original Sin,Phyllis White,Warner Books,0.0,http://images.amazon.com/images/P/0446602345.01.MZZZZZZZ.jpg
7961,0345327454,235736.0,Thai Horse,William Diehl,Ballantine Books,0.0,http://images.amazon.com/images/P/0345327454.01.MZZZZZZZ.jpg
7962,0451134745,42511.0,The New American Rogets College Thesaure,Philip Morehead,Signet Book,10.0,http://images.amazon.com/images/P/0451134745.01.MZZZZZZZ.jpg
7963,0440227259,95359.0,Gallows Hill (Laurel-Leaf Books),LOIS DUNCAN,Laurel Leaf,6.0,http://images.amazon.com/images/P/0440227259.01.MZZZZZZZ.jpg
7964,0393003361,244761.0,The Horned Man,James Lasdun,W. W. Norton &amp; Company,0.0,http://images.amazon.com/images/P/0393003361.01.MZZZZZZZ.jpg
7965,0786867280,74453.0,Silent Joe : A Novel,T. Jefferson Parker,Hyperion,0.0,http://images.amazon.com/images/P/0786867280.01.MZZZZZZZ.jpg
7966,092963408X,36554.0,The Recycler's Handbook: Simple Things You Can Do,EarthWorks Group,Greenleaf Publishers (NY),8.0,http://images.amazon.com/images/P/092963408X.01.MZZZZZZZ.jpg
7967,0708965326,55734.0,Young Man's Fancy (Linford Romance),Nancy Bell,Ulverscroft Large Print,0.0,http://images.amazon.com/images/P/0708965326.01.MZZZZZZZ.jpg
7968,0671743503,270713.0,Object of My Affection,Stephen McCauley,Washington Square Press,8.0,http://images.amazon.com/images/P/0671743503.01.MZZZZZZZ.jpg
7969,0743456254,196106.0,"A Loving Scoundrel (Lindsey, Johanna)",Johanna Lindsey,Atria,8.0,http://images.amazon.com/images/P/0743456254.01.MZZZZZZZ.jpg
7970,0451176464,212797.0,Gerald's Game,Stephen King,Signet Book,7.0,http://images.amazon.com/images/P/0451176464.01.MZZZZZZZ.jpg
7971,0373501757,129358.0,Man With A Past (Montana Mavericks #11) (Montana Mavericks No 11),Tisha Hamilton,Silhouette,0.0,http://images.amazon.com/images/P/0373501757.01.MZZZZZZZ.jpg
7972,0425183491,145449.0,Steps to the Altar,Earlene Fowler,Berkley Publishing Group,0.0,http://images.amazon.com/images/P/0425183491.01.MZZZZZZZ.jpg
7973,0756400627,32627.0,The Better Part of Valor,Tanya Huff,Daw Books,8.0,http://images.amazon.com/images/P/0756400627.01.MZZZZZZZ.jpg
7974,1557737053,198711.0,Fatal Flowers,Enes Smith,Diamond/Charter,0.0,http://images.amazon.com/images/P/1557737053.01.MZZZZZZZ.jpg
7975,0671020943,227447.0,Thrill,Jackie Collins,Pocket Books,0.0,http://images.amazon.com/images/P/0671020943.01.MZZZZZZZ.jpg
7976,0764551043,114868.0,Art for Dummies,Thomas  Hoving,For Dummies,8.0,http://images.amazon.com/images/P/0764551043.01.MZZZZZZZ.jpg
7977,0312422881,149562.0,A Change of Climate : A Novel,Hilary Mantel,Picador,8.0,http://images.amazon.com/images/P/0312422881.01.MZZZZZZZ.jpg
7978,0740723367,140069.0,The Meaning Of Life,Bradley Trevor Greive,Andrews McMeel Publishing,6.0,http://images.amazon.com/images/P/0740723367.01.MZZZZZZZ.jpg
7979,0312144512,11676.0,The Year's Best Science Fiction: Thirteenth Annual Collection (Annual),Gardner Dozois,St Martins Pr,0.0,http://images.amazon.com/images/P/0312144512.01.MZZZZZZZ.jpg
7980,0671004549,249989.0,You Belong To Me,Mary Higgins Clark,Pocket Books,0.0,http://images.amazon.com/images/P/0671004549.01.MZZZZZZZ.jpg
7981,0151006903,36973.0,Baudolino,Umberto Eco,Harcourt,0.0,http://images.amazon.com/images/P/0151006903.01.MZZZZZZZ.jpg
7982,0441569595,243328.0,Neuromancer (Remembering Tomorrow),William Gibson,Ace Books,7.0,http://images.amazon.com/images/P/0441569595.01.MZZZZZZZ.jpg
7983,0425191265,28591.0,A Bridge to Love (Berkley Sensation),Nancy Herkness,Berkley Publishing Group,10.0,http://images.amazon.com/images/P/0425191265.01.MZZZZZZZ.jpg
7984,0142000205,68555.0,Icy Sparks,Gwyn Hyman Rubio,Penguin Books,0.0,http://images.amazon.com/images/P/0142000205.01.MZZZZZZZ.jpg
7985,1878424114,11676.0,The Seven Spiritual Laws of Success: A Practical Guide to the Fulfillment of Your Dreams (based on Creating Affluence),Deepak Chopra,New World Library,6.0,http://images.amazon.com/images/P/1878424114.01.MZZZZZZZ.jpg
7986,0553106341,160251.0,Dust to Dust,Tami Hoag,Bantam Books,10.0,http://images.amazon.com/images/P/0553106341.01.MZZZZZZZ.jpg
7987,0944072933,234623.0,Lenoir: A Novel,Ken Greenhall,Pub Group West,0.0,http://images.amazon.com/images/P/0944072933.01.MZZZZZZZ.jpg
7988,1400034779,98263.0,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),Alexander McCall Smith,Anchor,10.0,http://images.amazon.com/images/P/1400034779.01.MZZZZZZZ.jpg
7989,0307988481,35859.0,"Wake Up, Groundhog! (Little Golden Book)",Susan Korman,Random House Childrens Books,0.0,http://images.amazon.com/images/P/0307988481.01.MZZZZZZZ.jpg
7990,0345336275,74911.0,Foundation (Foundation Series ; Bk 1),Isaac Asimov,Del Rey Books,0.0,http://images.amazon.com/images/P/0345336275.01.MZZZZZZZ.jpg
7991,0441911021,144131.0,Worldmaker,A.C. Ellis,Ace Books,0.0,http://images.amazon.com/images/P/0441911021.01.MZZZZZZZ.jpg
7992,0385413041,242646.0,Beach Music,PAT CONROY,Nan A. Talese,0.0,http://images.amazon.com/images/P/0385413041.01.MZZZZZZZ.jpg
7993,0887763502,273989.0,A Boy of Tache,Ann Blades,Tundra Books (NY),1.0,http://images.amazon.com/images/P/0887763502.01.MZZZZZZZ.jpg
7994,0806509023,114406.0,Existentialism and Human Emotions (A Philosophical Library Book),Jean-Paul Sartre,Citadel Trade,0.0,http://images.amazon.com/images/P/0806509023.01.MZZZZZZZ.jpg
7995,0060183136,56447.0,Wouldn't It Be Nice?: My Own Story,Brian Wilson,Harpercollins,0.0,http://images.amazon.com/images/P/0060183136.01.MZZZZZZZ.jpg
7996,0590639838,43246.0,Jack Frost: A Novelization,Jennifer Baker,Scholastic,0.0,http://images.amazon.com/images/P/0590639838.01.MZZZZZZZ.jpg
7997,0425150984,72238.0,Glory in Death,J. D. Robb,Berkley Publishing Group,7.0,http://images.amazon.com/images/P/0425150984.01.MZZZZZZZ.jpg
7998,0312987013,13540.0,Minion (Vampire Huntress Legend),L. A. Banks,St. Martin's Paperbacks,0.0,http://images.amazon.com/images/P/0312987013.01.MZZZZZZZ.jpg
7999,0394718526,181254.0,The Man Who Walked Through Time,Colin Fletcher,Vintage Books,0.0,http://images.amazon.com/images/P/0394718526.01.MZZZZZZZ.jpg
8000,0373244118,227447.0,"Courting The Enemy (The Calamity Janes) (Special Edition, 1411)",Sherryl Woods,Silhouette,0.0,http://images.amazon.com/images/P/0373244118.01.MZZZZZZZ.jpg
8001,0671014773,172865.0,"Witchlight Night World 9 (Night World , No 9)",L.J. Smith,Simon Pulse,7.0,http://images.amazon.com/images/P/0671014773.01.MZZZZZZZ.jpg
8002,1573226254,229741.0,Woe Is I: The Grammarphobe's Guide to Better English in Plain English,Patricia T. O'Conner,Riverhead Books,0.0,http://images.amazon.com/images/P/1573226254.01.MZZZZZZZ.jpg
8003,0399147144,250330.0,Warrior Class,Dale Brown,G. P. Putnam's Sons,0.0,http://images.amazon.com/images/P/0399147144.01.MZZZZZZZ.jpg
8004,0816714150,69355.0,Oh Beans Starring Boston Bean,Ellen Weiss,Troll Communications,0.0,http://images.amazon.com/images/P/0816714150.01.MZZZZZZZ.jpg
8005,3453108574,11676.0,Die Kammer.,John Grisham,Heyne,0.0,http://images.amazon.com/images/P/3453108574.01.MZZZZZZZ.jpg
8006,0812557468,245281.0,The Bones of Time,Kathleen Ann Goonan,Tor Books,0.0,http://images.amazon.com/images/P/0812557468.01.MZZZZZZZ.jpg
8007,0425192032,247852.0,Lightning,Dean Koontz,Berkley,8.0,http://images.amazon.com/images/P/0425192032.01.MZZZZZZZ.jpg
